"init_EIR","IBM","ODE","IBM_EIR"
1,0.107959283747793,0.113841466077339,0.962398683942988
3,0.235271629322463,0.23594545654327,3.08449883890841
10,0.423832234534998,0.427197774851052,9.97999354486929
20,0.553224058404786,0.547421416050006,20.1732319523322
50,0.697810173601854,0.685968252131259,50.0528856494135
120,0.787510963567652,0.785825887423417,122.904399948449
