"age_mid","IBM","ODE"
0.5,0.224192702405811,0.287529151069338
1.5,0.39291028534988,0.439523049321899
2.5,0.42016649809383,0.491333624087132
4,0.474847543044748,0.534956474035114
6,0.517219773801306,0.56451229083725
8.5,0.524029459493197,0.569560992218042
12.5,0.466430462507829,0.502288077236957
17.5,0.336423351144356,0.35137746845696
25,0.231197258810881,0.244160048366142
35,0.193021363652539,0.20722719858304
50,0.183815487460891,0.197959690978325
72.5,0.18972840730251,0.195074880046006
