"age_mid","IBM","ODE"
0.5,0.290514537178286,0.28768795043994
1.5,0.439537577079182,0.439338027246096
2.5,0.499147444702316,0.4912905537576
4,0.537110036718586,0.534839269510464
6,0.560491072269,0.564742982168423
8.5,0.564239737871182,0.570187275483787
12.5,0.508560641240485,0.505146105751226
17.5,0.358751517954189,0.352412813756603
25,0.243990407201468,0.246333469223703
35,0.206763246459547,0.207808291808948
50,0.195344172349202,0.198275295683118
72.5,0.191420465550833,0.194987647576994
